280|140|Ecwa Evangel Hospital|||||1415|http://www.ecwaevangel.org/
281|196|Angal Hospital|||||1880|http://www.amicidiangal.org/
282|124|Christus Muguerza Alta Especialidad Hospital||||Monterrey||
283|48|Clinica Biblica Hospital||||San Jose||
284|17|Barbados Fertility Centre||||Christ Church||
285|28|Hospital do Coracao||||Sao Paulo||
286|28|Hospital Israelita Albert Einstein||||Sao Paulo||
287|28|Hospital Samaritano||||Sao Paulo||
288|88|Asian Heart Institute||||Bombay||
289|88|Apollo Hospitals||||Chennai||http://www.apollohospitals.com/
290|88|Indraprastha Apollo Hospital||||Delhi||
291|88|Shroff Eye Hospital and LASIK Center||||Bombay||
292|88|Wockhardt Hospital||||Bangalore||
293|88|Wockhardt Hospital||||Bombay||
294|185|Bangkok Hospital Medical Center||||Bangkok||
295|185|Bumrungrad International Hospital||||Bangkok||
296|185|Samitivej Sukhumvit Hospital||||Bangkok||
297|150|St. Luke’s Medical Center||||Quezon City||
298|166|Alexandra Hospital||||||
299|166|Changi General Hospital||||||
300|166|Gleneagles Hospital and Medical Centre||||||
301|166|Johns Hopkins Singapore International Medical Centre||||||
302|166|KK Women’s and Children’s Hospital||||||
303|166|Mount Elizabeth Hospital||||||
304|166|National Cancer Centre Singapore||||||
305|166|National University Hospital||||||
306|166|Singapore General Hospital||||||
307|166|Tan Tock Seng Hospital||||||
308|190|Min-Shen General Hospital||||Taoyuan City||
309|190|Taipei Medical University||||||
310|104|Severance Hospital||||Seoul||
311|195|American Hospital||||Dubai||
312|195|Dubai Hospital||||||
313|195|International Modern Hospital||||Dubai||
314|195|Tawam Hospital||||Al Ain||
315|195|Zulekha Hospital||||Sharjah||
316|52|Na Homolce Hospital||||Prague||
317|193|Acibadem Healthcare Group||||Istanbul||
318|193|Anadolu Medical Center||||Kocaeli||
319|193|Istanbul Memorial Hospital||||||
320|193|Kent Hospital||||Izmir||
321|193|Gayrettepe Florence Nightingale Hospital||||Istanbul||
322|98|Jordan Hospital||||Amman||
323|98|King Hussein Cancer Center||||Amman||
